PerformanceID,EmployeeID,ReviewDate,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,TrainingOpportunitiesWithinYear,TrainingOpportunitiesTaken,WorkLifeBalance,SelfRating,ManagerRating
PERF3566,EMP2430,2024-08-01,5,4,4,1,2,1,1,2
PERF3567,EMP2488,2022-11-13,2,5,5,1,4,3,3,5
PERF3568,EMP1889,2023-05-27,5,5,1,2,2,4,3,4
PERF3569,EMP1038,2023-04-06,1,2,5,5,0,4,5,2
PERF3570,EMP1522,2024-01-15,5,4,5,4,2,5,5,5
PERF3571,EMP2394,2024-02-27,3,4,2,4,1,2,2,5
PERF3572,EMP2330,2022-05-12,5,1,3,3,1,4,5,3
PERF3573,EMP2397,2024-12-29,1,5,4,4,3,5,3,1
PERF3574,EMP1017,2023-05-30,2,2,4,1,3,5,5,2
PERF3575,EMP2131,2022-12-01,1,2,3,0,4,3,1,1
PERF3576,EMP2479,2022-10-03,5,2,4,5,2,4,5,4
PERF3577,EMP1268,2023-11-22,5,1,1,2,4,2,5,5
PERF3578,EMP2156,2022-04-26,5,5,3,1,4,4,5,1
PERF3579,EMP1570,2024-05-09,5,1,4,2,0,4,2,1
PERF3580,EMP1111,2022-07-26,4,2,3,3,0,4,3,5
PERF3581,EMP1184,2023-08-18,1,4,5,4,5,3,1,3
PERF3582,EMP1286,2022-09-10,5,1,5,5,2,1,4,2
PERF3583,EMP1544,2022-05-12,3,1,3,0,3,1,2,4
PERF3584,EMP1082,2023-04-07,3,2,5,3,4,4,3,1
PERF3585,EMP1730,2023-02-03,2,2,1,4,4,4,1,5
PERF3586,EMP1166,2024-06-15,1,2,1,3,1,5,3,1
PERF3587,EMP2310,2023-03-06,3,4,2,0,3,1,2,5
PERF3588,EMP1569,2022-02-05,5,5,4,5,1,5,2,4
PERF3589,EMP1440,2022-02-27,3,2,5,1,5,1,5,1
PERF3590,EMP1286,2022-04-21,3,4,3,3,2,5,4,4
PERF3591,EMP2323,2023-03-18,1,2,1,4,5,5,2,4
PERF3592,EMP1007,2023-06-04,1,1,5,1,1,3,4,3
PERF3593,EMP1083,2022-05-05,1,1,1,4,5,1,4,3
PERF3594,EMP1426,2023-06-18,1,1,3,1,1,3,5,1
PERF3595,EMP1618,2024-04-04,4,4,2,4,0,3,4,1
PERF3596,EMP1338,2022-12-27,4,1,1,0,1,5,1,5
PERF3597,EMP1142,2023-11-10,2,1,4,3,4,1,1,1
PERF3598,EMP1461,2022-02-24,3,3,3,1,4,4,1,2
PERF3599,EMP1784,2024-02-02,3,4,3,5,4,4,1,2
PERF3600,EMP1672,2022-08-23,3,2,4,1,5,2,3,5
PERF3601,EMP2065,2022-12-05,3,3,1,3,3,1,2,2
PERF3602,EMP1717,2022-12-29,2,4,2,3,5,4,5,3
PERF3603,EMP1211,2024-04-19,1,3,2,2,4,4,2,2
PERF3604,EMP2135,2022-12-24,5,5,4,4,2,1,2,3
PERF3605,EMP1913,2023-04-07,1,2,5,1,0,2,5,5
PERF3606,EMP1048,2023-02-21,5,5,2,2,1,5,3,3
PERF3607,EMP1306,2024-11-09,1,1,5,4,1,5,3,3
PERF3608,EMP2313,2024-05-18,1,1,1,3,5,2,5,4
PERF3609,EMP1718,2023-09-09,3,1,1,0,4,4,3,3
PERF3610,EMP1539,2024-01-21,4,4,3,5,4,3,5,1
PERF3611,EMP1946,2022-12-08,1,2,2,1,0,5,5,2
PERF3612,EMP1184,2022-10-22,4,2,3,5,2,3,3,5
PERF3613,EMP1886,2022-03-27,2,2,2,3,3,4,4,4
PERF3614,EMP1348,2022-10-01,4,3,2,1,5,3,1,5
PERF3615,EMP1715,2023-06-23,4,5,5,0,3,2,2,3
PERF3616,EMP2246,2023-03-07,3,3,3,2,4,4,4,3
PERF3617,EMP1750,2023-10-02,4,5,3,4,1,5,3,5
PERF3618,EMP1920,2023-11-27,2,1,2,4,3,3,2,5
PERF3619,EMP2394,2022-05-12,1,3,3,5,2,5,3,2
PERF3620,EMP1661,2024-10-06,4,3,1,5,5,2,4,3
PERF3621,EMP1868,2023-11-15,2,5,5,5,2,5,1,1
PERF3622,EMP1617,2024-01-05,3,3,1,1,5,5,3,4
PERF3623,EMP1073,2022-05-27,4,2,1,5,2,4,4,3
PERF3624,EMP2300,2023-06-18,2,4,5,1,2,5,2,1
PERF3625,EMP1305,2022-04-18,3,2,4,4,4,2,3,3
PERF3626,EMP1560,2022-06-26,4,5,4,5,4,5,2,2
PERF3627,EMP2258,2023-06-12,1,4,1,0,2,3,4,4
PERF3628,EMP2065,2024-02-23,4,3,4,5,4,4,2,4
PERF3629,EMP1994,2022-09-06,1,3,4,1,4,3,3,2
PERF3630,EMP1895,2024-09-19,2,5,4,5,0,3,3,4
PERF3631,EMP2481,2024-08-12,2,3,3,3,2,5,3,3
PERF3632,EMP1283,2022-05-24,2,1,3,5,2,1,4,5
PERF3633,EMP2021,2022-06-16,5,2,5,1,0,3,1,4
PERF3634,EMP2114,2024-08-21,5,5,3,4,0,4,4,2
PERF3635,EMP1195,2023-09-01,1,2,3,2,3,2,3,3
PERF3636,EMP2155,2023-06-26,4,4,5,1,0,2,1,4
PERF3637,EMP1358,2023-06-25,5,4,3,2,4,3,4,5
PERF3638,EMP1051,2022-11-18,5,3,2,5,4,2,4,3
PERF3639,EMP1083,2022-06-17,4,4,4,1,2,5,4,2
PERF3640,EMP1104,2022-11-28,2,1,1,2,5,1,3,5
PERF3641,EMP2162,2023-08-12,4,1,4,2,5,5,4,2
PERF3642,EMP2080,2024-12-16,5,5,3,4,0,1,1,2
PERF3643,EMP1329,2024-12-08,3,4,5,2,0,4,3,3
PERF3644,EMP2273,2023-11-26,4,4,5,1,2,2,3,2
PERF3645,EMP1828,2024-09-01,4,1,4,4,0,2,5,1
PERF3646,EMP1572,2022-02-25,3,4,5,3,3,5,1,3
PERF3647,EMP1904,2024-09-01,2,3,5,0,1,1,3,4
PERF3648,EMP1940,2022-04-10,3,4,1,3,1,5,1,4
PERF3649,EMP2224,2023-10-01,1,1,4,2,4,5,4,3
PERF3650,EMP1949,2022-10-17,3,3,5,5,5,5,5,5
PERF3651,EMP1607,2024-10-01,4,3,5,3,1,5,3,3
PERF3652,EMP1760,2023-02-13,2,4,2,2,0,5,3,1
PERF3653,EMP1473,2023-06-30,4,5,3,5,2,4,1,2
PERF3654,EMP1050,2023-11-03,3,3,1,2,4,4,3,1
PERF3655,EMP1783,2022-12-25,2,4,3,2,3,2,5,2
PERF3656,EMP1971,2024-06-24,1,1,4,1,2,1,2,5
PERF3657,EMP1544,2024-02-03,4,4,3,5,5,3,2,3
PERF3658,EMP1695,2023-03-16,3,1,3,1,3,1,2,3
PERF3659,EMP1084,2022-04-30,1,5,4,2,0,4,4,5
PERF3660,EMP2025,2022-11-26,3,5,3,2,4,1,4,1
PERF3661,EMP1438,2024-03-31,3,2,1,1,3,4,2,1
PERF3662,EMP1105,2024-01-25,2,4,5,0,5,1,5,5
PERF3663,EMP1307,2024-11-18,2,4,1,3,4,2,3,1
PERF3664,EMP2199,2024-02-28,1,3,3,3,0,1,4,1
PERF3665,EMP2034,2024-06-05,1,4,1,2,1,2,2,4
PERF3666,EMP1576,2024-05-08,5,3,3,2,2,2,1,4
PERF3667,EMP1848,2023-07-06,5,1,2,0,2,4,3,2
PERF3668,EMP1816,2024-07-27,4,3,5,4,0,2,5,3
PERF3669,EMP2326,2022-07-05,3,2,4,0,2,3,2,2
PERF3670,EMP2138,2024-05-22,3,5,2,0,1,4,3,2
PERF3671,EMP2072,2022-03-25,2,1,2,1,5,2,3,4
PERF3672,EMP1811,2024-03-26,2,5,5,4,4,1,3,3
PERF3673,EMP1124,2023-01-05,1,4,1,0,5,5,3,2
PERF3674,EMP2191,2023-07-17,2,2,2,2,2,5,2,3
PERF3675,EMP2449,2023-01-10,4,3,4,2,4,2,5,3
PERF3676,EMP2184,2024-06-15,2,2,2,1,2,3,5,2
PERF3677,EMP1317,2024-07-18,3,1,4,5,2,1,4,5
PERF3678,EMP2209,2022-11-04,3,3,5,3,1,3,5,5
PERF3679,EMP1991,2024-12-02,5,5,3,0,1,5,4,3
PERF3680,EMP2013,2024-09-09,4,5,4,4,5,1,4,1
PERF3681,EMP1981,2024-06-04,3,3,2,4,2,1,3,5
PERF3682,EMP1252,2022-03-30,1,1,5,1,0,1,2,3
PERF3683,EMP2104,2023-05-16,5,5,5,1,3,3,5,2
PERF3684,EMP1027,2024-07-12,5,4,3,1,1,5,1,4
PERF3685,EMP1811,2022-06-05,5,1,3,0,2,5,3,3
PERF3686,EMP1731,2022-04-05,1,1,4,1,3,1,5,2
PERF3687,EMP1420,2022-02-21,1,1,5,5,0,1,2,4
PERF3688,EMP2085,2022-07-03,3,4,2,1,4,4,4,1
PERF3689,EMP1739,2024-03-30,3,3,5,4,3,2,4,1
PERF3690,EMP1167,2022-02-17,3,1,5,0,3,1,1,3
PERF3691,EMP2071,2023-06-15,2,5,2,3,2,2,2,3
PERF3692,EMP1346,2024-07-14,5,1,5,5,0,5,5,2
PERF3693,EMP1872,2023-11-24,3,4,1,4,1,3,4,4
PERF3694,EMP1062,2023-11-23,3,5,5,5,1,1,3,2
PERF3695,EMP1809,2023-03-09,1,3,4,4,5,3,4,2
PERF3696,EMP1997,2023-08-24,1,1,5,1,0,3,3,3
PERF3697,EMP1855,2023-09-19,1,2,3,1,0,4,4,3
PERF3698,EMP2205,2022-02-11,2,3,1,5,1,2,2,4
PERF3699,EMP2296,2023-07-03,2,5,1,2,0,5,1,3
PERF3700,EMP1386,2022-09-05,2,5,5,0,3,4,4,4
PERF3701,EMP1883,2024-06-21,3,1,5,3,1,2,3,1
PERF3702,EMP1276,2022-04-18,3,5,1,3,2,1,5,3
PERF3703,EMP1606,2022-11-20,3,5,5,3,1,4,5,4
PERF3704,EMP1317,2024-10-23,4,4,3,5,5,5,3,5
PERF3705,EMP2459,2023-03-05,4,2,2,5,4,4,2,3
PERF3706,EMP1746,2023-07-10,5,3,1,3,1,2,4,5
PERF3707,EMP1653,2023-09-23,1,2,4,2,1,5,3,2
PERF3708,EMP1449,2024-02-01,5,5,3,1,5,3,5,4
PERF3709,EMP1173,2024-12-13,1,2,3,3,5,4,4,3
PERF3710,EMP1970,2024-07-07,4,2,2,2,0,3,1,5
PERF3711,EMP1609,2023-11-08,1,3,1,4,1,1,1,1
PERF3712,EMP2101,2024-10-23,4,1,1,3,5,4,5,5
PERF3713,EMP1106,2023-05-23,1,5,5,1,3,2,1,2
PERF3714,EMP2440,2022-02-07,4,1,4,1,4,5,5,4
PERF3715,EMP2267,2022-12-28,5,1,4,1,0,5,3,1
PERF3716,EMP1008,2024-01-05,3,1,1,3,0,5,5,3
PERF3717,EMP2139,2024-06-28,1,1,3,5,5,3,2,1
PERF3718,EMP1573,2022-12-01,4,1,1,3,5,1,4,3
PERF3719,EMP1338,2024-04-14,2,2,5,1,2,2,4,5
PERF3720,EMP1289,2023-01-17,5,3,2,4,3,4,5,5
PERF3721,EMP1753,2022-12-21,4,3,5,3,3,5,4,4
PERF3722,EMP1850,2024-10-13,5,4,3,2,4,5,1,2
PERF3723,EMP1981,2024-04-07,3,2,3,4,2,5,1,4
PERF3724,EMP1904,2023-10-12,5,5,2,1,0,1,2,1
PERF3725,EMP2200,2024-03-11,1,5,4,2,1,3,2,3
PERF3726,EMP2457,2024-02-20,2,4,3,5,4,4,4,3
PERF3727,EMP2195,2024-02-13,2,1,5,0,3,2,1,2
PERF3728,EMP1178,2024-07-27,2,1,2,0,0,1,4,2
PERF3729,EMP1742,2022-03-21,4,5,1,4,0,3,4,5
PERF3730,EMP2276,2024-03-21,4,4,4,4,2,3,2,4
PERF3731,EMP1379,2022-01-15,1,4,2,3,1,1,4,4
PERF3732,EMP2066,2022-02-15,3,5,4,2,0,5,3,2
PERF3733,EMP2255,2024-02-01,3,4,2,2,2,3,1,5
PERF3734,EMP1645,2023-02-27,4,5,2,0,0,5,4,5
PERF3735,EMP1882,2023-09-06,2,3,5,4,5,3,4,4
PERF3736,EMP2294,2024-09-30,1,4,4,3,4,1,4,4
PERF3737,EMP1210,2024-07-26,2,5,1,5,3,2,3,4
PERF3738,EMP2147,2023-03-11,1,5,2,4,4,4,2,5
PERF3739,EMP1671,2022-02-26,1,1,2,5,1,4,3,1
PERF3740,EMP1473,2022-05-21,1,4,1,5,4,5,1,1
PERF3741,EMP1957,2023-08-31,5,3,1,1,5,4,2,3
PERF3742,EMP2046,2022-01-15,3,5,2,1,2,1,4,4
PERF3743,EMP1811,2024-10-23,4,1,3,1,5,2,1,1
PERF3744,EMP2345,2022-02-21,1,5,1,3,0,4,3,2
PERF3745,EMP1001,2023-04-20,1,2,3,3,4,1,1,1
PERF3746,EMP1597,2023-12-19,5,4,2,1,4,4,2,1
PERF3747,EMP2207,2023-01-25,2,3,1,4,5,5,2,3
PERF3748,EMP2005,2023-07-31,1,5,5,0,5,2,5,1
PERF3749,EMP1176,2023-07-15,2,2,1,5,3,2,3,1
PERF3750,EMP1775,2022-08-17,1,1,2,4,0,2,4,5
PERF3751,EMP2495,2023-09-04,5,3,4,3,4,1,5,4
PERF3752,EMP1341,2024-08-28,1,4,1,1,0,4,4,4
PERF3753,EMP1845,2022-08-19,1,2,3,3,2,5,1,5
PERF3754,EMP1986,2022-02-27,4,5,1,0,3,2,4,1
PERF3755,EMP1448,2024-06-26,1,2,1,2,2,3,5,2
PERF3756,EMP2488,2023-11-05,1,3,3,0,1,2,5,4
PERF3757,EMP1361,2022-09-25,4,1,5,0,1,2,5,3
PERF3758,EMP1366,2023-02-15,3,2,4,2,2,4,5,5
PERF3759,EMP1240,2023-10-27,5,1,1,4,1,2,3,2
PERF3760,EMP1283,2024-08-01,5,3,1,2,1,5,1,3
PERF3761,EMP2092,2022-11-23,1,3,5,2,2,1,5,2
PERF3762,EMP1428,2022-05-03,5,4,4,3,4,2,1,1
PERF3763,EMP2107,2024-11-18,1,2,3,4,2,1,2,5
PERF3764,EMP1044,2022-08-17,3,5,3,2,0,3,3,3
PERF3765,EMP1166,2024-06-01,5,2,3,2,4,5,2,4
PERF3766,EMP2397,2022-12-30,4,4,2,2,0,3,2,3
PERF3767,EMP1481,2024-09-17,4,1,3,4,4,5,1,1
PERF3768,EMP1718,2024-12-08,4,1,4,0,4,3,5,2
PERF3769,EMP1126,2024-05-15,2,4,5,1,4,1,2,2
PERF3770,EMP1494,2024-01-31,4,1,2,4,4,5,5,3
PERF3771,EMP1040,2022-01-27,5,5,4,1,5,3,1,3
PERF3772,EMP1538,2023-04-18,5,3,5,2,5,5,1,3
PERF3773,EMP1125,2023-10-19,2,3,5,0,2,5,3,4
PERF3774,EMP2090,2024-07-30,2,3,4,5,3,5,4,1
PERF3775,EMP2296,2022-02-23,4,3,5,4,5,3,5,3
PERF3776,EMP1137,2024-06-04,5,3,1,0,1,1,4,4
PERF3777,EMP1708,2023-03-10,5,2,4,1,0,3,4,2
PERF3778,EMP2439,2023-06-23,2,4,2,4,3,5,3,4
PERF3779,EMP2243,2022-07-20,2,4,1,1,5,1,2,1
PERF3780,EMP2452,2022-12-15,1,4,4,3,1,2,4,1
PERF3781,EMP1879,2023-10-19,2,2,4,4,3,2,2,2
PERF3782,EMP2203,2023-01-14,1,4,5,0,2,5,5,4
PERF3783,EMP1918,2022-10-11,5,1,2,1,5,5,2,3
PERF3784,EMP1011,2023-04-20,2,4,5,5,5,1,1,1
PERF3785,EMP1757,2023-03-12,4,4,1,5,5,2,1,3
PERF3786,EMP2177,2023-12-19,4,2,3,2,4,1,2,4
PERF3787,EMP2491,2023-03-26,4,1,4,1,1,2,5,1
PERF3788,EMP2467,2023-08-12,1,4,3,3,0,5,1,1
PERF3789,EMP1136,2022-04-16,2,4,2,0,3,4,3,4
PERF3790,EMP2496,2023-05-08,2,2,5,5,1,5,2,1
PERF3791,EMP1017,2022-02-15,2,2,2,5,4,5,4,1
PERF3792,EMP2215,2023-09-06,3,3,3,4,1,5,1,2
PERF3793,EMP1554,2022-12-07,1,1,2,1,0,4,3,5
PERF3794,EMP2189,2023-08-17,3,1,2,0,0,1,4,2
PERF3795,EMP1149,2022-12-27,1,5,1,0,4,4,4,1
PERF3796,EMP1714,2023-08-03,1,1,2,2,5,1,2,5
PERF3797,EMP1843,2023-12-31,2,3,1,1,3,4,4,1
PERF3798,EMP1847,2024-08-05,5,1,4,3,0,5,4,5
PERF3799,EMP1294,2024-06-22,3,4,1,5,0,2,1,2
PERF3800,EMP2067,2023-11-13,3,2,4,1,1,1,3,2
PERF3801,EMP1344,2024-11-06,5,1,3,2,3,5,5,4
PERF3802,EMP1955,2023-10-27,3,3,4,0,0,2,3,4
PERF3803,EMP2046,2023-11-10,4,4,2,3,1,1,3,2
PERF3804,EMP1037,2024-09-13,1,2,3,5,4,4,3,1
PERF3805,EMP1302,2024-06-25,4,2,3,0,5,4,2,5
PERF3806,EMP2290,2023-10-05,3,1,4,3,1,5,3,5
PERF3807,EMP2211,2024-01-04,2,5,3,3,5,5,4,1
PERF3808,EMP2008,2023-07-13,5,3,5,5,2,5,5,3
PERF3809,EMP1528,2022-04-29,5,5,3,5,3,4,5,5
PERF3810,EMP1487,2023-11-21,1,1,3,2,1,1,5,5
PERF3811,EMP1608,2024-12-17,2,1,1,4,1,2,2,1
PERF3812,EMP1107,2022-08-03,2,1,5,4,1,3,2,4
PERF3813,EMP1533,2024-01-01,4,5,1,2,4,3,2,2
PERF3814,EMP1098,2024-10-07,2,3,5,1,5,5,3,3
PERF3815,EMP1434,2024-08-17,2,5,4,3,1,5,4,5
PERF3816,EMP1518,2023-07-26,4,2,5,0,3,1,2,2
PERF3817,EMP2318,2022-12-20,4,4,2,3,4,3,3,5
PERF3818,EMP1267,2024-04-30,2,5,5,1,2,4,2,3
PERF3819,EMP1877,2023-07-08,1,2,5,4,5,1,1,3
PERF3820,EMP1936,2022-05-19,2,5,2,3,0,4,4,2
PERF3821,EMP1703,2023-06-24,5,1,3,3,5,3,2,3
PERF3822,EMP2456,2024-10-29,1,5,3,5,2,4,4,4
PERF3823,EMP1487,2024-05-27,4,4,4,5,2,5,2,5
PERF3824,EMP1555,2024-01-18,4,1,3,4,4,4,2,2
PERF3825,EMP1500,2023-07-15,4,4,3,4,1,3,5,4
PERF3826,EMP1518,2024-03-20,3,4,5,3,4,2,2,5
PERF3827,EMP1447,2024-11-07,2,4,1,4,4,2,1,2
PERF3828,EMP1434,2023-10-20,5,1,2,4,2,1,2,3
PERF3829,EMP1165,2022-03-29,4,4,5,2,0,4,3,2
PERF3830,EMP2448,2022-01-31,2,4,4,4,0,4,5,2
PERF3831,EMP1557,2024-10-30,4,2,3,2,2,1,1,1
PERF3832,EMP2077,2023-07-26,2,2,3,1,4,3,3,1
PERF3833,EMP1720,2023-02-11,5,2,3,5,0,4,2,4
PERF3834,EMP1857,2024-08-21,5,3,2,2,1,5,1,3
PERF3835,EMP1851,2023-12-26,1,2,2,3,3,4,4,1
PERF3836,EMP1062,2024-01-25,5,3,1,5,0,4,3,5
PERF3837,EMP2130,2024-07-09,4,5,5,2,5,4,5,4
PERF3838,EMP1285,2022-08-13,1,4,5,1,1,3,2,3
PERF3839,EMP2241,2023-06-04,2,4,2,0,5,1,4,1
PERF3840,EMP1755,2024-10-20,2,1,2,0,1,4,4,3
PERF3841,EMP2002,2023-06-17,5,4,5,5,3,1,4,3
PERF3842,EMP2033,2023-07-25,2,2,1,3,0,4,1,3
PERF3843,EMP1717,2024-03-11,3,4,4,5,2,3,2,4
PERF3844,EMP1797,2023-10-29,4,4,1,4,5,2,1,1
PERF3845,EMP2177,2024-01-25,4,2,3,1,3,3,5,4
PERF3846,EMP1411,2024-11-22,1,1,4,1,4,5,3,2
PERF3847,EMP2080,2024-10-24,3,3,1,0,3,5,1,1
PERF3848,EMP1693,2024-03-20,2,4,2,3,4,2,4,2
PERF3849,EMP1991,2024-01-05,5,5,1,1,4,1,3,2
PERF3850,EMP1549,2022-11-06,3,5,5,5,4,2,1,1
PERF3851,EMP2394,2023-01-09,3,4,3,0,1,4,5,4
PERF3852,EMP2186,2024-05-07,3,1,3,3,1,3,3,4
PERF3853,EMP1303,2022-03-13,5,4,1,1,5,2,4,3
PERF3854,EMP1396,2024-08-29,2,1,1,5,3,2,3,2
PERF3855,EMP1947,2024-01-22,1,4,5,4,2,5,5,2
PERF3856,EMP1840,2023-04-29,1,4,1,4,2,5,4,5
PERF3857,EMP1289,2022-02-27,2,3,5,2,2,2,4,3
PERF3858,EMP1174,2022-12-31,2,5,3,0,4,2,5,4
PERF3859,EMP1492,2022-03-29,2,5,5,2,4,2,3,3
PERF3860,EMP2189,2024-09-19,3,5,4,0,0,2,1,5
PERF3861,EMP2335,2024-03-09,4,5,3,5,4,1,3,5
PERF3862,EMP2083,2024-11-14,5,5,1,2,2,3,1,1
PERF3863,EMP1216,2024-07-28,3,1,1,2,4,4,3,1
PERF3864,EMP2327,2023-09-22,3,5,2,3,2,3,4,4
PERF3865,EMP2240,2023-01-20,3,5,5,4,3,4,5,4
PERF3866,EMP2451,2022-12-23,2,4,5,0,0,5,1,3
PERF3867,EMP1445,2024-02-28,3,2,5,1,1,2,5,4
PERF3868,EMP1059,2023-02-01,3,1,1,5,1,3,5,2
PERF3869,EMP2032,2024-01-24,2,4,2,0,1,5,5,2
PERF3870,EMP2050,2023-02-18,3,1,2,2,5,4,4,3
PERF3871,EMP2428,2024-01-31,2,1,5,2,1,5,1,2
PERF3872,EMP1434,2024-10-11,5,1,3,1,1,3,2,2
PERF3873,EMP2482,2023-08-10,3,4,4,1,3,4,4,2
PERF3874,EMP1432,2022-06-04,3,5,2,0,2,1,4,1
PERF3875,EMP1579,2023-02-20,5,2,4,2,1,3,3,3
PERF3876,EMP1680,2022-12-25,4,1,2,2,4,2,5,4
PERF3877,EMP1023,2024-02-29,4,5,2,3,3,3,1,2
PERF3878,EMP1128,2022-07-25,4,2,3,3,5,3,1,1
PERF3879,EMP1283,2024-12-05,1,3,1,1,3,5,4,3
PERF3880,EMP1719,2023-03-26,3,5,1,2,5,3,4,3
PERF3881,EMP1914,2022-06-01,3,1,2,0,0,1,2,3
PERF3882,EMP2472,2024-12-15,5,5,4,0,2,3,4,2
PERF3883,EMP1069,2023-05-15,5,5,2,1,1,4,5,3
PERF3884,EMP1962,2024-03-23,2,3,1,5,3,2,1,3
PERF3885,EMP1403,2023-09-06,2,1,3,4,5,1,4,4
PERF3886,EMP1585,2022-11-15,2,2,3,4,5,4,1,4
PERF3887,EMP1020,2022-06-23,4,3,2,2,4,4,1,3
PERF3888,EMP1215,2023-08-22,2,2,1,0,2,2,4,5
PERF3889,EMP1440,2023-10-25,3,3,4,4,1,1,3,1
PERF3890,EMP1982,2023-08-01,4,5,5,4,2,2,4,5
PERF3891,EMP2338,2023-11-19,3,2,1,1,2,3,3,5
PERF3892,EMP1594,2024-03-21,5,1,3,0,3,1,2,4
PERF3893,EMP1462,2022-01-05,5,4,4,4,0,1,2,4
PERF3894,EMP1336,2023-10-08,1,5,4,1,2,1,2,5
PERF3895,EMP1496,2022-02-02,4,5,5,0,3,2,2,5
PERF3896,EMP2439,2024-12-13,1,3,3,2,2,2,5,3
PERF3897,EMP1765,2022-06-28,4,3,5,4,3,3,1,5
PERF3898,EMP1482,2022-03-23,1,2,1,5,5,5,5,2
PERF3899,EMP2391,2022-06-14,3,3,1,0,2,2,4,3
PERF3900,EMP1926,2023-10-28,5,4,3,4,5,1,1,3
PERF3901,EMP2309,2022-10-03,1,3,4,1,2,3,3,4
PERF3902,EMP1578,2023-10-27,5,2,5,2,2,1,3,1
PERF3903,EMP1608,2022-12-02,2,3,2,1,0,4,2,2
PERF3904,EMP1316,2024-12-21,3,4,4,1,3,3,5,3
PERF3905,EMP1864,2023-08-23,3,5,2,4,2,5,4,5
PERF3906,EMP1860,2022-12-21,3,1,1,4,2,1,4,1
PERF3907,EMP2392,2023-01-09,3,4,5,0,1,4,3,4
PERF3908,EMP1010,2022-08-20,5,5,1,4,2,1,2,3
PERF3909,EMP1953,2023-05-31,2,4,4,4,1,1,1,1
PERF3910,EMP1876,2024-08-30,5,3,1,1,4,1,3,5
PERF3911,EMP1970,2023-08-07,1,4,5,0,2,1,1,1
PERF3912,EMP1870,2024-02-29,5,3,3,5,2,4,1,4
PERF3913,EMP1183,2023-09-19,5,2,1,4,4,4,2,1
PERF3914,EMP1121,2024-08-09,5,1,5,2,2,4,1,5
PERF3915,EMP1278,2022-12-27,3,2,5,0,5,3,4,4
PERF3916,EMP1486,2023-08-16,3,2,1,1,4,2,4,3
PERF3917,EMP1281,2022-10-05,5,4,5,3,1,5,3,4
PERF3918,EMP1471,2022-06-19,4,4,2,0,4,5,5,3
PERF3919,EMP1767,2022-07-05,2,5,4,2,2,5,2,4
PERF3920,EMP1515,2024-10-04,3,3,3,2,5,4,3,2
PERF3921,EMP1637,2024-12-26,1,4,3,2,3,4,5,4
PERF3922,EMP1442,2023-04-05,3,3,1,5,1,1,4,5
PERF3923,EMP2446,2024-08-20,5,5,5,0,1,4,4,3
PERF3924,EMP1421,2022-11-23,3,2,5,3,5,4,3,1
PERF3925,EMP2178,2022-01-30,3,5,5,5,1,5,5,2
PERF3926,EMP1112,2023-03-13,3,2,2,1,3,4,3,2
PERF3927,EMP1601,2023-11-14,2,5,2,5,3,5,4,1
PERF3928,EMP1999,2023-09-22,2,2,1,4,1,5,5,4
PERF3929,EMP1574,2023-02-14,4,2,1,5,3,5,4,2
PERF3930,EMP1995,2024-09-13,2,2,2,3,2,4,3,1
PERF3931,EMP1558,2024-11-11,3,4,5,4,0,4,4,1
PERF3932,EMP1668,2023-10-10,1,1,3,1,2,5,1,3
PERF3933,EMP1703,2024-11-24,3,2,4,5,4,1,5,4
PERF3934,EMP1475,2022-06-13,2,5,3,4,2,5,4,5
PERF3935,EMP1448,2022-10-25,2,1,2,2,0,1,1,3
PERF3936,EMP1903,2022-07-03,1,3,1,5,5,1,4,2
PERF3937,EMP2481,2023-06-11,3,4,1,2,0,1,1,2
PERF3938,EMP1139,2023-06-17,2,5,1,4,4,1,1,2
PERF3939,EMP1063,2024-03-10,2,5,5,5,3,5,4,4
PERF3940,EMP1263,2022-01-16,5,1,4,3,5,5,3,2
PERF3941,EMP1615,2024-11-03,1,5,4,1,5,1,2,5
PERF3942,EMP1502,2022-01-23,5,2,4,2,3,4,2,4
PERF3943,EMP1436,2024-05-03,5,2,4,5,5,2,2,4
PERF3944,EMP1733,2024-01-30,3,3,5,3,5,4,2,2
PERF3945,EMP2188,2024-07-17,3,3,1,4,0,1,5,4
PERF3946,EMP2303,2024-08-20,3,4,2,2,1,4,2,1
PERF3947,EMP1953,2023-11-08,2,2,1,4,2,1,3,1
PERF3948,EMP1367,2023-08-27,3,1,3,3,3,4,2,1
PERF3949,EMP2005,2022-08-08,4,4,1,0,5,3,4,2
PERF3950,EMP1931,2023-06-04,5,4,2,5,5,1,4,3
PERF3951,EMP1958,2023-12-07,1,1,4,3,1,5,2,2
PERF3952,EMP1952,2022-08-21,3,2,3,4,4,5,1,5
PERF3953,EMP1018,2022-03-15,5,1,3,2,4,4,1,3
PERF3954,EMP1677,2022-02-02,2,4,2,2,2,5,4,4
PERF3955,EMP2189,2023-10-03,3,5,2,3,5,1,5,4
PERF3956,EMP1792,2022-05-23,1,5,4,1,5,1,5,1
PERF3957,EMP1353,2022-12-19,4,1,3,1,3,1,5,4
PERF3958,EMP1235,2024-01-13,5,4,5,5,1,3,2,2
PERF3959,EMP1939,2024-10-13,2,5,3,0,5,4,2,3
PERF3960,EMP1549,2023-01-12,1,3,2,1,0,4,5,2
PERF3961,EMP1296,2023-05-18,4,1,1,4,2,2,1,3
